,name,price,spec_score,votes,user_rating,os,weight,screen_size,resolution,battery,processor_name,processor_speed,graphics_card,rom_memory,internal_memory,wireless_connection,hardware_features
659,Asus Vivobook 16X 2023 K3605ZF-MBN741WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹88,990",70,89 votes ,4.8,OS: Windows 11,1.8 kgAverage,16 inchesLarge,1920 x 1200 pixelsAverage,"50 Wh, 3 Cell BatteryGood",12th Gen Intel Core i7 12650H,6 x 2.3 GHz (Turbo Speed upto 4.7 GHz) Performance Cores4 x 1.7 GHz (Turbo Speed upto 3.5 GHz) Efficient Cores,"4 GB, NVIDIA GeForce RTX 2050 GraphicsAverage",16 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.0","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
660,Lenovo IdeaPad Slim 3 82XQ008GIN Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11),"₹40,990",53,94 votes ,4.6,OS: Windows 11,1 Year Warranty,15.6 inchesLarge,1920 x 1080 pixelsAverage,"47 Wh, 3 Cell BatteryGood",7th Gen AMD Ryzen 5 7520U,4 x 2.8 GHz (Turbo Speed upto 4.3 GHz) Cores,AMD Integrated SoC Graphics,8 GB  LPDDR5 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.0","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
661,Asus ROG Zephyrus G16 2023 GU603ZU-N3023WS Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),"₹1,14,990",77,86 votes ,4.2,OS: Windows 11,2 kgAverage,16 inchesLarge,2560 x 1600 pixelsGood,"90 Wh, 4 Cell BatteryGood",12th Gen Intel Core i7 12700H,6 x 2.3 GHz (Turbo Speed upto 4.7 GHz) Performance Cores8 x 1.7 GHz (Turbo Speed upto 3.5 GHz) Efficient Cores,"6 GB, NVIDIA GeForce RTX 4050 GraphicsAverage",16 GB DDR4 RAMAverage,1 TB SSD,"WiFi, Bluetooth v5.3","Backlit Keyboard, Inbuilt Microphone"
662,Dell Alienware m16 Gaming Laptop (AMD Ryzen 9 7845HX/ 32GB/ 2TB SSD/ Win 11/ 12GB Graph),"₹3,03,290",91,106 votes ,4.7,OS: Windows 11,1 Year Warranty,16 inchesAverage,1920 x 1200 pixelsPoor,"86 Wh, 6 Cell BatteryGood",7th Gen Amd Ryzen 9 7845HX,12 x 3 GHz (Turbo Speed upto 5.2 GHz) Cores,"12 GB, NVIDIA GEFORCE RTX 4080 GraphicsLargest",32 GB DDR5 RAMAverage,2 TB SSD,"WiFi, Bluetooth","Backlit Keyboard, Inbuilt Microphone"
663,Asus Vivobook 16X 2023 K3605ZF-MBN543WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹64,990",68,123 votes ,4.6,OS: Windows 11,1.8 kgAverage,16 inchesLarge,1920 x 1200 pixelsGood,"50 Wh, 3 Cell BatteryGood",12th Gen Intel Core i5 12450H,4 x 2 GHz (Turbo Speed upto 4.4 GHz) Performance Cores4 x 1.5 GHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"4 GB, NVIDIA GeForce RTX 2050 GraphicsAverage",16 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.0","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
664,Asus Vivobook Pro 15 M6500QC-LK742WS Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹73,990",69,107 votes ,4.8,OS: Windows 11,1.8 kgAverage,15.6 inchesAverage,1920 x 1080 pixelsAverage,"50 Wh, 3 Cell BatteryGood",5th Gen AMD Ryzen 7 5800H,8 x 3.2 GHz (Turbo Speed upto 4.4 GHz) Cores,"4 GB, NVIDIA GeForce RTX 3050 GraphicsAverage",16 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.0","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
665,HP ZBook Firefly 14 G9 Workstation 2023 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 ),"₹1,21,860",63,60 votes ,4.2,OS: Windows 11,,14 inchesSmall,1920 x 1200 pixelsAverage,"51 Wh, 3 Cell BatteryGood",12th Gen Intel Core i7 1255U,2 x 1.7 GHz (Turbo Speed upto 4.7 GHz) Performance Cores8 x 1.2 GHz (Turbo Speed upto 3.5 GHz) Efficient Cores,Intel Iris Xᵉ Graphics Graphics,16 GB DDR5 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.3","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
666,Acer Aspire Lite AL15-51 2023 Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹42,600",59,595 votes • 2 reviews,3.9,OS: Windows 11,1.59 kgLight,15.6 inchesAverage,1920 x 1080 pixelsAverage,"36 Wh, 3 Cell BatteryGood",11th Gen Intel Core i5 1155G7,4 x 2.5 GHz (Turbo Speed upto 4.5 GHz) Cores,Intel Iris Xe Graphics Graphics,16 GB DDR4 RAMLargest,512 GB SSD,"WiFi, Bluetooth",Inbuilt Microphone
667,Acer Aspire Lite 2023 AL15-51 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹41,400",56,286 votes • 7 reviews,4.0,OS: Windows 11,1.59 kgLight,15.6 inchesAverage,1920 x 1080 pixelsAverage,"36 Wh, 3 Cell BatteryGood",11th Gen Intel Core i5 1155G7,4 x 2.5 GHz (Turbo Speed upto 4.5 GHz) Cores,Intel Iris Xe Graphics Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth",Inbuilt Microphone
668,HP 15s-fq3073TU Laptop Intel Pentium Silver N6000/ 8GB/ 512GB SSD/ Win11 Home),"₹31,490",42,72 votes ,4.2,OS: Windows 11 ,1.69 kgAverage,15.6 inchesLargest,1366 x 768 pixelsPoor,"41 Wh, 3 Cell BatteryGood",Intel Pentium Silver   N6000 ,4 x 1.1 GHz (Turbo Speed upto 3.3 GHz) Cores,Intel Integrated UHD Graphics Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.0",Inbuilt Microphone
669,Fujitsu UH-X ‎4ZR1L12856 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹89,990",69,112 votes ,4.0,OS: Windows 11,908 gLight,14 inchesAverage,1920 x 1200 pixelsAverage,"64 Wh, 4 Cell BatteryGood",13th Gen Intel Core i7 1360P,4 x 2.2 GHz (Turbo Speed upto 5 GHz) Performance Cores8 x 1.6 GHz (Turbo Speed upto 3.7 GHz) Efficient Cores,Intel Iris Xe Graphics Graphics,16 GB LPDDR5 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.1","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
670,LG UltraPC 16 ‎16U70R-G.AH56A2 Laptop (AMD Ryzen5-7530U/ 16GB/ 512GB SSD/ Win11),"₹78,299",69,94 votes ,4.1,OS: Windows 11,1.6 kgAverage,16 inchesLarge,1920 x 1200 pixelsGood,72 Wh BatteryGood,7th Gen AMD Ryzen 5 7530U,6 x 2 GHz (Turbo Speed upto 4.5 GHz) Cores,AMD Radeon 7 Graphics Graphics,16 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.1","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
671,Asus ROG Zephyrus G14 GA402NJ-L8094WS Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹89,990",66,79 votes ,4.1,OS: Windows 11,,14 inchesAverage,2560 x 1600 pixelsGood,4 Cell Battery,6th Gen AMD Ryzen 7  7735HS,8 x 3.2 GHz (Turbo Speed upto 4.75 GHz) Cores,"6 GB, NVIDIA GeForce RTX 3050  GraphicsAverage",16 GB DDR5 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.2","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
672,HP ZBook Studio G9 WUXGA Workstation Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),"₹2,61,921",80,101 votes ,4.5,OS: Windows 11,1.73 kgLight,16 inchesAverage,1920 x 1200 pixelsPoor,"86 Wh, 6 Cell BatteryGood",12th Gen Intel Core i7 12700H ,6 x 2.3 GHz (Turbo Speed upto 4.7 GHz) Performance Cores8 x 1.7 GHz (Turbo Speed upto 3.5 GHz) Efficient Cores,"8 GB, NVIDIA GeForce RTX 3070 Ti  GraphicsAverage",16 GB DDR5 RAMSmallest,1 TB SSD,"WiFi, Bluetooth v5.3","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
673,HP ZBook Studio G9 2023 Workstation WQUXGA Laptop (12th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 12GB Graph),"₹3,90,914",90,73 votes ,4.3,OS: Windows 11,1.73 kgLight,16 inchesAverage,3840 x 2400 pixelsBest,"86 Wh, 6 Cell BatteryGood",12th Gen Intel Core i9 12900H,6 x 2.5 GHz (Turbo Speed upto 5 GHz) Performance Cores8 x 1.8 GHz (Turbo Speed upto 3.8 GHz) Efficient Cores,"12 GB, NVIDIA GeForce RTX 3080 Ti GraphicsSmallest",32 GB DDR5 RAMAverage,1 TB SSD,"WiFi, Bluetooth v5.3","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
674,Lenovo IdeaPad 1 82V6005CIN Laptop (Celeron N4020/ 4GB/ 256GB SSD/ Win11 Home),"₹22,490",34,103 votes ,4.4,OS: Windows 11,1 Year Warranty,11.6 inchesSmall,1366 x 768 pixelsBad,2 Cell Battery,Intel Celeron  N4020 ,2 x 1.1 GHz (Turbo Speed upto 2.8 GHz) Cores,Intel UHD Graphics 600 Graphics,4 GB DDR4  RAMAverage,256 GB SSD,"WiFi, Bluetooth",Inbuilt Microphone
675,HP ZBook Studio G9 WUXGA 16 Workstation Laptop (12th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 16GB Graph),"₹3,73,192",88,82 votes ,4.2,OS: Windows 11,1.73 kgLightest,16 inchesAverage,~ 283 PPIHighest,"86 Wh, 6 Cell BatteryGood",12th Gen Intel Core i9 12900H,6 x 2.5 GHz (Turbo Speed upto 5 GHz) Performance Cores8 x 1.8 GHz (Turbo Speed upto 3.8 GHz) Efficient Cores,"16 GB, NVIDIA GeForce RTX 3080 Ti  GraphicsLargest",32 GB DDR5 RAMAverage,1 TB SSD,"WiFi, Bluetooth v5.3","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
676,HP ZBook Firefly 14 G9 WUXGA Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11 ),"₹1,11,422",62,70 votes ,4.7,OS: Windows 11,,14 inchesAverage,1920 x 1200 pixelsAverage,"51 Wh, 3 Cell BatteryGood",12th Gen Intel Core i5 1235U,2 x 1.3 GHz (Turbo Speed upto 4.4 GHz) Performance Cores8 x 900 MHz (Turbo Speed upto 3.3 GHz) Efficient Cores,Intel Iris Xᵉ Graphics Graphics,16 GB DDR5 RAMLargest,1 TB SSD,"WiFi, Bluetooth v5.3","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
677,HP ZBook Firefly 14 G9 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 ),"₹96,700",60,81 votes ,4.0,OS: Windows 11,,14 inchesAverage,1920 x 1200 pixelsAverage,"51 Wh, 3 Cell BatteryGood",12th Gen Intel Core i5 1235U,2 x 1.3 GHz (Turbo Speed upto 4.4 GHz) Performance Cores8 x 900 MHz (Turbo Speed upto 3.3 GHz) Efficient Cores,Intel Iris Xᵉ Graphics Graphics,16 GB DDR5 RAMLargest,512 GB SSD,"WiFi, Bluetooth v5.3","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
678,LG Gram 14 2023 ‎14Z90R-G.CH75A2 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹1,17,899",66,100 votes ,4.7,OS: Windows 11,1 Year Warranty,14 inchesSmall,1200 x 1920 pixelsAverage,72 Wh BatteryGood,13th Gen Intel Core i7 1360P,4 x 2.2 GHz (Turbo Speed upto 5 GHz) Performance Cores8 x 1.6 GHz (Turbo Speed upto 3.7 GHz) Efficient Cores,Intel Iris Xe Graphics Graphics,16 GB LPDDR5 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.1","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
679,LG gram360 16 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),"₹1,52,499",73,63 votes ,4.5,OS: Windows 11,1.48 kgLight,16 inchesAverage,1600 x 2560 pixelsAverage,80 Wh BatteryGood,13th Gen Intel Core i7 1360P,4 x 2.2 GHz (Turbo Speed upto 5 GHz) Performance Cores8 x 1.6 GHz (Turbo Speed upto 3.7 GHz) Efficient Cores,Intel Iris Xe Graphics  Graphics,16 GB LPDDR5 RAMAverage,1 TB SSD,"WiFi, Bluetooth v5.1","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
680,Dell Vostro 5630 IN5630P8YRR001ORS1 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹78,980",62,101 votes ,4.8,OS: Windows 11 ,1.91 kgAverage,16 inchesLarge,1920 x 1080 pixelsAverage,"54 Wh, 4 Cell BatteryGood",13th Gen Intel Core i5 1340P,4 x 1.9 GHz (Turbo Speed upto 4.6 GHz) Performance Cores8 x 1.4 GHz (Turbo Speed upto 3.4 GHz) Efficient Cores,Intel Iris Xe Graphics,16 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.0","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
681,Dell Inspiron 5430 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),"₹86,730",62,175 votes ,4.0,OS: Windows 11,1.59 kgAverage,14 inchesAverage,1920 x 1200 pixelsGood,"54 Wh, 4 Cell BatteryGood",13th Gen Intel Core i7 1360P,4 x 2.2 GHz (Turbo Speed upto 5 GHz) Performance Cores8 x 1.6 GHz (Turbo Speed upto 3.7 GHz) Efficient Cores,Intel Iris Xe Graphics Graphics,16 GB LPDDR5  RAMAverage,1 TB SSD,"WiFi, Bluetooth","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
682,Dell Inspiron 14 5430 2023 Laptop (13th Gen Core i5/ 8GB/ 1TB SSD/ Win11),"₹62,990",56,123 votes ,4.1,OS: Windows 11,1.59 kgLight,14 inchesSmall,1920 x 1200 pixelsGood,"54 Wh, 4 Cell BatteryGood",13th Gen Intel Core i5 1335U,2 x (Turbo Speed upto 4.6 GHz) Performance Cores8 x (Turbo Speed upto 3.4 GHz) Efficient Cores,Intel Iris Xe Graphics Graphics,8 GB LPDDR5  RAMAverage,1 TB SSD,"WiFi, Bluetooth","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
683,Asus Vivobook 16X 2023 K3605ZV-MB741WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 8GB Graph),"₹1,04,990",71,117 votes ,4.6,OS: Windows 11,1.8 kgAverage,16 inchesLarge,1920 x 1200 pixelsAverage,"50 Wh, 3 Cell BatteryGood",12th Gen Intel Core i7 12650H,6 x 2.3 GHz (Turbo Speed upto 4.7 GHz) Performance Cores4 x 1.7 GHz (Turbo Speed upto 3.5 GHz) Efficient Cores,"8 GB, NVIDIA Geforce RTX 4060 GraphicsLargest",16 GB DDR4 RAMLargest,512 GB SSD,"WiFi, Bluetooth v5.3","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
684,Asus Vivobook 15 2023 X1504VA-NJ544WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹63,990",60,109 votes ,4.5,OS: Windows 11,1.7 kgAverage,15.6 inchesLarge,1920 x 1080 pixelsAverage,"42 Wh, 3 Cell BatteryGood",13th Gen Intel Core i5 1335U,2 x (Turbo Speed upto 4.6 GHz) Performance Cores8 x (Turbo Speed upto 3.4 GHz) Efficient Cores,Integrated Intel Iris Xe Graphics Graphics,16 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.0","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
685,Acer Nitro 5 AN515-58 UN.QFHSI.026 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹69,990",64,627 votes • 11 reviews,4.3,OS: Windows 11,2.5 kgHeavy,15.6 inchesAverage,1920 x 1080 pixelsAverage,"57.5 Wh, 4 Cell BatteryGood",12th Gen Intel Core i5 12450H,4 x 2 GHz (Turbo Speed upto 4.4 GHz) Performance Cores4 x 1.5 GHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"4 GB, NVIDIA GeForce RTX 3050 GraphicsAverage",16 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.1","Backlit Keyboard, Inbuilt Microphone"
686,Dell Inspiron 2023 14 5430 Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11),"₹70,790",59,180 votes • 5 reviews,3.8,OS: Windows 11,1.59 kgLight,14 inchesAverage,1920 x 1200 pixelsGood,"54 Wh, 4 Cell BatteryGood",13th Gen Intel Core i5 1335U,2 x (Turbo Speed upto 4.6 GHz) Performance Cores8 x (Turbo Speed upto 3.4 GHz) Efficient Cores,Intel Iris Xe Graphics Graphics,16 GB LPDDR5  RAMAverage,1 TB SSD,"WiFi, Bluetooth","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
687,HP 255 G8 6E3Z0PA Laptop (Ryzen 3 3250U/ 8GB/512GB SSD/ Dos),"₹23,940",47,115 votes • 16 reviews,4.2,OS: DOS,1.47 kgLight,15.6 inchesAverage,1366 x 768 pixelsBad,"41 Wh, 3 Cell BatteryGood",3rd Gen AMD Ryzen 3  3250U,2 x 2.6 GHz (Turbo Speed upto 3.5 GHz) Cores,AMD Radeon Graphics Graphics,8 GB DDR4 RAMLargest,512 GB SSD,"WiFi, Bluetooth",Inbuilt Microphone
688,Infinix Zerobook 13 ZL513 2023 Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win 11 Home),"₹66,990",59,149 votes • 12 reviews,4.4,OS: Windows 11,1.8 kgAverage,15.6 inchesAverage,1920 x 1080 pixelsAverage,70 Wh BatteryGood,13th Gen Intel Core i7 13700H,6 x (Turbo Speed upto 5 GHz) Performance Cores8 x (Turbo Speed upto 3.7 GHz) Efficient Cores,Intel Integrated Iris Xe Graphics,32 GB LPDDR5X RAMLargest,1 TB SSD,"WiFi, Bluetooth v5.2","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
689,Lenovo ThinkPad E14 21JRS00Y00 Laptop (AMD Ryzen 3 7330U/ 8GB/ 512GB SSD/ Win11 Home),"₹42,990",56,116 votes ,4.1,OS: Windows 11,1 Year Warranty,14 inchesSmallest,1920 x 1200 pixelsGood,"45 Wh, 3 Cell BatteryGood",7th Gen AMD Ryzen 3 7330U,4 x 2.3 GHz (Turbo Speed upto 4.3 GHz) Cores,AMD Radeon Graphics Graphics,8 GB DDR4  RAMAverage,512 GB SSD,"WiFi, Bluetooth","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
690,Lenovo ThinkBook 15 21JF002CIN Laptop (AMD Ryzen 3 7330U/ 8 GB/ 512 GB SSD/ DOS),"₹32,990",56,80 votes ,4.4,OS: DOS,1.7 kgAverage,15.6 inchesAverage,1920 x 1080 pixelsAverage,"45 Wh, 3 Cell BatteryGood",7th Gen AMD Ryzen 3 7330U,4 x 2.3 GHz (Turbo Speed upto 4.3 GHz) Cores,AMD Radeon AMD Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.1","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
691,MSI Thin GF63 11SC-1477IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹41,990",62,332 votes • 8 reviews,4.3,OS: Windows 11,2 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,3 Cell Battery,11th Gen Intel Core i5 11260H,6 x 2.1 GHz (Turbo Speed upto 4.4 GHz) Cores,"4 GB, NVIDIA GeForce GTX 1650 GraphicsLargest",8 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.2","Backlit Keyboard, Inbuilt Microphone"
692,MSI Katana GF66 12UCOK 2023 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹69,990",62,107 votes ,4.1,OS: Windows 11,,15.6 inchesAverage,1920 x 1080 pixelsAverage,3 Cell Battery,12th Gen Intel Core i5 12450H ,4 x 2 GHz (Turbo Speed upto 4.4 GHz) Performance Cores4 x 1.5 GHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"4 GB, NVIDIA GeForce RTX 3050 GraphicsAverage",16 GB DDR5 RAMAverage,512 GB SSD,"WiFi, Bluetooth","Backlit Keyboard, Inbuilt Microphone"
693,Lenovo S14 Gen 3 82TW001CIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹47,890",56,89 votes • 1 reviews,4.3,OS: Windows 11,2 Year Warranty,14 inchesSmall,1920 x 1080 pixelsAverage,"45 Wh, 3 Cell BatteryGood",12th Gen Intel Core i5 1235U,2 x 1.3 GHz (Turbo Speed upto 4.4 GHz) Performance Cores8 x 900 MHz (Turbo Speed upto 3.3 GHz) Efficient Cores,Intel UHD Graphics Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.0","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
694,Lenovo IdeaPad 1 14IGL7 82V6005EIN Laptop (Celeron Dual Core/ 8GB/ 256GB SSD/ Win11 Home),"₹26,490",45,524 votes • 12 reviews,4.1,OS: Windows 11,1.3 kgLight,14 inchesAverage,1366 x 768 pixelsBad,,4th Gen Intel Celeron N4020,2 x 1.1 GHz (Turbo Speed upto 2.8 GHz) Cores,Intel Integrated UHD Graphics,8 GB DDR4 RAMLargest,256 GB SSD,"WiFi, Bluetooth v5.0",0.3 MP Camera
695,Lenovo IdeaPad Gaming 3 15ACH6 82K2022YIN Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹63,990",62,363 votes • 1 reviews,4.3,OS: Windows 11,2.25 kgHeavy,15.6 inchesAverage,1920 x 1080 pixelsAverage,"45 Wh, 3 Cell BatteryGood",5th Gen AMD Ryzen 5 5600H,6 x 3.3 GHz (Turbo Speed upto 4.2 GHz) Cores,"4 GB, NVIDIA GeForce RTX 3050 GraphicsAverage",8 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.1","Backlit Keyboard, Inbuilt Microphone"
696,Dell G15-5520 2023 Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),"₹77,990",69,294 votes ,4.2,OS: Windows 11,2.57 kgHeavy,15.6 inchesAverage,1920 x 1080 pixelsAverage,"56 Wh, 3 Cell BatteryGood",12th Gen Intel Core i5 12500H,4 x 2.5 GHz (Turbo Speed upto 4.5 GHz) Performance Cores8 x 1.8 GHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"4 GB, NVIDIA GeForce RTX 3050 GraphicsAverage",16 GB DDR5 RAMAverage,1 TB SSD,"WiFi, Bluetooth v5.1","Backlit Keyboard, Inbuilt Microphone"
697,Asus Vivobook 15 OLED 2023 X1505VAU-LK543WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹66,990",57,79 votes ,4.6,OS: Windows 11,1 Year Warranty,15.6 inchesLarge,1920 x 1080 pixelsAverage,50 Wh BatteryGood,13th Gen ‎Intel Core i5 1335U,2 x (Turbo Speed upto 4.6 GHz) Performance Cores8 x (Turbo Speed upto 3.4 GHz) Efficient Cores,Integrated Intel Iris Xe Graphics Graphics,16 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
698,Lenovo IdeaPad Gaming 3 82K101LHIN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹52,400",65,358 votes • 27 reviews,4.3,OS: Windows 11,2.25 kgHeavy,15.6 inchesLarge,1920 x 1080 pixelsAverage,3 Cell Battery,11th Gen Intel Core i5 11320H,4 x 2.5 GHz (Turbo Speed upto 4.5 GHz) Cores,"4 GB, NVIDIA GTX 1650 GraphicsLargest",16 GB DDR4 RAMLarge,512 GB SSD,"WiFi, Bluetooth v5.0","Backlit Keyboard, Inbuilt Microphone"
699,Lenovo ThinkPad E14 21JRS00T00 Laptop (AMD Ryzen 5 7530U/ 8GB/ 512GB SSD/ Win11 Home),"₹69,345",60,113 votes ,4.1,OS: Windows 11,1 Year Warranty,14 inchesAverage,1920 x 1200 pixelsGood,"45 Wh, 3 Cell BatteryGood",7th Gen AMD Ryzen 5 7530U,6 x 2 GHz (Turbo Speed upto 4.5 GHz) Cores,AMD Radeon Graphics Graphics,8 GB DDR4  RAMSmallest,512 GB SSD,"WiFi, Bluetooth","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
700,Asus Vivobook 15 2023 X1504VA-NJ543WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹58,990",60,87 votes ,4.1,OS: Windows 11,1.7 kgAverage,15.6 inchesLarge,1920 x 1080 pixelsAverage,"42 Wh, 3 Cell BatteryGood",13th Gen Intel Core i5 1335U,2 x (Turbo Speed upto 4.6 GHz) Performance Cores8 x (Turbo Speed upto 3.4 GHz) Efficient Cores,Integrated Intel Iris Xe Graphics Graphics,16 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
701,HP 14-em0027AU Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11 Home),"₹48,990",56,57 votes ,4.4,OS: Windows 11,1.41 kgLight,14 inchesSmall,1920 x 1080 pixelsAverage,3 Cell Battery,7th Gen AMD Ryzen 5 7520U,4 x 2.8 GHz (Turbo Speed upto 4.3 GHz) Cores,AMD Radeon AMD Graphics,16 GB LPDDR5 RAMLarge,512 GB SSD,"WiFi, Bluetooth v5.3","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
702,Asus Vivobook 15 X1502ZA-EJ523WS Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹49,990",56,87 votes ,3.9,OS: Windows 11,1 Year Warranty,15.6 inchesLarge,1920 x 1080 pixelsAverage,"42 Wh, 3 Cell BatteryGood",12th Gen Intel Core i5 12500H,4 x 2.5 GHz (Turbo Speed upto 4.5 GHz) Performance Cores8 x 1.8 GHz (Turbo Speed upto 3.3 GHz) Efficient Cores,Intel Iris Xe Graphics Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.3","Backlit Keyboard, Inbuilt Microphone"
