,name,price,spec_score,votes,user_rating,os,weight,screen_size,resolution,battery,processor_name,processor_speed,graphics_card,rom_memory,internal_memory,wireless_connection,hardware_features
614,Lenovo LOQ 15IRH8 82XV00F7IN 2023 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),"₹90,990",68,149 votes • 8 reviews,4.2,OS: Windows 11,2.4 kgHeavy,15.6 inchesLarge,1920 x 1080 pixelsAverage,"60 Wh, 3 Cell BatteryGood",12th Gen Intel Core i5 12450H,4 x 2 GHz (Turbo Speed upto 4.4 GHz) Performance Cores4 x 1.5 GHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"8 GB, NVIDIA GeForce RTX 4060 GraphicsLargest",16 GB DDR5 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.1","Backlit Keyboard, Inbuilt Microphone"
615,Lenovo LOQ 15IRH8 82XV00F5IN 2023 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹79,990",66,594 votes • 21 reviews,4.4,OS: Windows 11,2.4 kgHeavy,15.6 inchesLarge,1920 x 1080 pixelsAverage,"60 Wh, 3 Cell BatteryGood",12th Gen Intel Core i5 12450H,4 x 2 GHz (Turbo Speed upto 4.4 GHz) Performance Cores4 x 1.5 GHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"6 GB, NVIDIA GeForce RTX 3050 GraphicsLarge",16 GB DDR5 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.1","Backlit Keyboard, Inbuilt Microphone"
616,HP Pavilion x360 14-ek1074TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹72,490",63,112 votes ,4.6,OS: Windows 11,1 Year Warranty,14 inchesAverage,1920 x 1080 pixelsAverage,43 Wh BatteryGood,13th Gen Intel Core i5 1335U,2 x (Turbo Speed upto 4.6 GHz) Performance Cores8 x (Turbo Speed upto 3.4 GHz) Efficient Cores,Intel Integrated Iris Xe Graphics,16 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.2",5 MP Camera
617,Lenovo LOQ 15IRH8 82XV00F6IN 2023 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹85,990",66,96 votes • 7 reviews,4.5,OS: Windows 11,2.4 kgHeavy,15.6 inchesLarge,1920 x 1080 pixelsAverage,"60 Wh, 3 Cell BatteryGood",12th Gen Intel Core i5 12450H,4 x 2 GHz (Turbo Speed upto 4.4 GHz) Performance Cores4 x 1.5 GHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"6 GB, NVIDIA GeForce RTX 4050 GraphicsLarge",16 GB DDR5 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.1","Backlit Keyboard, Inbuilt Microphone"
618,HP 15s-fr2515TU Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹36,790",55,470 votes • 4 reviews,4.1,OS: Windows 11,1.7 kgAverage,15.6 inchesLarge,1920 x 1080 pixelsAverage,"41 Wh, 3 Cell BatteryGood",11th Gen Intel Core i3 1115G4,2 x 3 GHz (Turbo Speed upto 4.1 GHz) Cores,Intel UHD Graphics Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.0",Inbuilt Microphone
619,Lenovo LOQ 15APH8 82XT004JIN 2023 Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹92,990",70,116 votes • 6 reviews,4.7,OS: Windows 11,2.4 kgHeavy,15.6 inchesLarge,1920 x 1080 pixelsAverage,"60 Wh, 3 Cell BatteryGood",7th Gen AMD Ryzen 7 7840HS,8 x 3.8 GHz (Turbo Speed upto 5.1 GHz) Cores,"6 GB, NVIDIA GeForce RTX 4050 GraphicsAverage",16 GB DDR5 RAMLargest,512 GB SSD,"WiFi, Bluetooth v5.1","Backlit Keyboard, Inbuilt Microphone"
620,Asus Vivobook 15 X1502ZA-EJ545WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹51,990",59,"1,060 votes • 4 reviews",4.2,OS: Windows 11,1.7 kgAverage,15.6 inchesLarge,1920 x 1080 pixelsAverage,"42 Wh, 3 Cell BatteryGood",12th Gen Intel Core i5 1235U,2 x 1.3 GHz (Turbo Speed upto 4.4 GHz) Performance Cores8 x 900 MHz (Turbo Speed upto 3.3 GHz) Efficient Cores,Intel Iris Xe Graphics,16 GB DDR4 RAMLarge,512 GB SSD,"WiFi, Bluetooth v5.3","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
621,MSI Vector GP78HX 13VI-409IN Gaming Laptop (13th Gen Core i9/ 32GB/ 2TB SSD/ Win11 Home/ 16GB Graph),"₹3,44,990",88,108 votes ,4.1,OS: Windows 11,3 kgAverage,17 inchesAverage,2560 x 1600 pixelsAverage,"90 Wh, 4 Cell BatteryGood",13th Gen Intel Core i9 13980HX,8 x (Turbo Speed upto 5.6 GHz) Performance Cores16 x (Turbo Speed upto 4 GHz) Efficient Cores,"16 GB, NVIDIA GeForce RTX 4090 GraphicsLargest",32 GB DDR5 RAMAverage,2 TB SSD,"WiFi, Bluetooth v5.3","Backlit Keyboard, Inbuilt Microphone"
622,HP Omen 16-wf0111TX Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,26,499",73,87 votes ,4.3,OS: Windows 11,2.35 kgHeavy,16.1 inchesLarge,1920 x 1080 pixelsBad,"83 Wh, 6 Cell BatteryGood",13th Gen Intel Core i7 13700HX,8 x (Turbo Speed upto 5 GHz) Performance Cores8 x (Turbo Speed upto 3.7 GHz) Efficient Cores,"8 GB, NVIDIA GeForce RTX 4060 GraphicsLargest",16 GB DDR5 RAMAverage,1 TB SSD,"WiFi, Bluetooth v5.3","Backlit Keyboard, Inbuilt Microphone"
623,Lenovo LOQ 15IRH8 82XV00BQIN 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹1,00,190",63,224 votes • 15 reviews,4.4,OS: Windows 11,,15.6 inchesLarge,1920 x 1080 pixelsAverage,"60 Wh, 3 Cell BatteryGood",13th Gen Intel Core i7 13620H,6 x (Turbo Speed upto 4.9 GHz) Performance Cores4 x (Turbo Speed upto 3.6 GHz) Efficient Cores,"6 GB, NVIDIA GeForce RTX 4050 GraphicsAverage",16 GB DDR5 RAMLargest,512 GB SSD,"WiFi, Bluetooth v5.1","Backlit Keyboard, Inbuilt Microphone"
624,Lenovo LOQ 15APH8 82XT009CIN 2023 Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),"₹1,16,990",71,164 votes • 9 reviews,4.6,OS: Windows 11,2.4 kgHeavy,15.6 inchesAverage,1920 x 1080 pixelsBad,"60 Wh, 3 Cell BatteryGood",7th Gen AMD Ryzen 7 7840HS,8 x 3.8 GHz (Turbo Speed upto 5.1 GHz) Cores,"8 GB, NVIDIA GeForce RTX 4060 GraphicsLargest",16 GB DDR5 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.1","Backlit Keyboard, Inbuilt Microphone"
625,Lenovo LOQ 15IRH8 82XV00BRIN 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),"₹1,04,990",60,186 votes • 15 reviews,4.2,OS: Windows 11,,15.6 inchesLarge,1920 x 1080 pixelsAverage,"60 Wh, 3 Cell BatteryGood",13th Gen Intel Core i7,"8 GB, NVIDIA GeForce RTX 4060 GraphicsLargest",,,,"WiFi, Bluetooth v5.1","Backlit Keyboard, Inbuilt Microphone"
626,HP Omen 16-wf0055TX Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 8GB Graph),"₹1,32,490",72,115 votes ,4.5,OS: Windows 11,2.35 kgHeavy,16.1 inchesLarge,1920 x 1080 pixelsBad,"83 Wh, 6 Cell BatteryGood",13th Gen Intel Core i7 13700HX,8 x (Turbo Speed upto 5 GHz) Performance Cores8 x (Turbo Speed upto 3.7 GHz) Efficient Cores,"8 GB, NVIDIA GeForce RTX 4060 GraphicsLargest",16 GB DDR5 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.3","Backlit Keyboard, Inbuilt Microphone"
627,HP Omen 16-xf0059AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),"₹1,13,090",71,71 votes ,4.3,OS: Windows 11,,16 inchesLarge,1920 x 1080 pixelsBad,"83 Wh, 6 Cell BatteryGood",7th Gen AMD Ryzen 7 7840HS,8 x 3.8 GHz (Turbo Speed upto 5.1 GHz) Cores,"8 GB, NVIDIA GeForce RTX 4060 GraphicsLargest",16 GB DDR5 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.3","Backlit Keyboard, Inbuilt Microphone"
628,HP 240 G8 689U2PA Business Laptop (11th Gen Core i3/ 8GB/ 512 GB SSD/ Win11),"₹31,890",56,90 votes ,4.6,OS: Windows 11,1.47 kgLight,14 inchesSmall,1366 x 768 pixelsPoor,"41 Wh, 3 Cell BatteryGood",11th Gen Intel Core i3 1115G4,2 x 3 GHz (Turbo Speed upto 4.1 GHz) Cores,Intel Iris Xe Graphics Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.0",Inbuilt Microphone
629,Infinix INBook X2 Plus Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win 11 Home),"₹49,990",55,104 votes ,4.7,OS: Windows 11,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,,11th Gen Intel Core i7 1195G7,4 x 2.9 GHz (Turbo Speed upto 5 GHz) Cores,Intel Integrated Iris Xe Graphics,16 GB LPDDR4X RAMLarge,1 TB SSD,"WiFi, Bluetooth v5.1","Backlit Keyboard, Inbuilt Microphone"
630,Acer Nitro 5 AN515-58 NH.QFHSI.008 Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹65,990",61,664 votes • 5 reviews,4.3,OS: Windows 11,2.5 kgHeavy,15.6 inchesLarge,1920 x 1080 pixelsAverage,"57.5 Wh, 4 Cell BatteryGood",12th Gen Intel Core i5 12450H,4 x 2 GHz (Turbo Speed upto 4.4 GHz) Performance Cores4 x 1.5 GHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"4 GB, NVIDIA GeForce RTX 3050 GraphicsAverage",8 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.1","Backlit Keyboard, Inbuilt Microphone"
631,Acer Aspire Lite AL15-51 2023 Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11),"₹34,990",55,88 votes ,4.3,OS: Windows 11,1.59 kgLight,15.6 inchesAverage,1920 x 1080 pixelsAverage,"36 Wh, 3 Cell BatteryGood",5th Gen AMD Ryzen 5 5500U,6 x 2.1 GHz (Turbo Speed upto 4 GHz) Cores,AMD Graphics Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth",Inbuilt Microphone
632,Lenovo LOQ 2023 Gaming Laptop  (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 8GB Graph),"₹89,999",60,65 votes ,4.0,OS: Windows 11,,15.6 inchesLarge,1920 x 1080 pixelsAverage,"60 Wh, 3 Cell BatteryGood",13th Gen Intel Core i5 13420H,4 x (Turbo Speed upto 4.6 GHz) Performance Cores4 x (Turbo Speed upto 3.4 GHz) Efficient Cores,"8 GB, NVIDIA GeForce RTX 4060 GraphicsLargest",8 GB DDR5 RAMSmallest,512 GB SSD,"WiFi, Bluetooth v5.1","Backlit Keyboard, Inbuilt Microphone"
633,Lenovo Yoga Book 9i 2023 82YQ001DIN Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),"₹2,22,990",71,72 votes ,4.2,OS: Windows 11,1.34 kgLight,13.3 inchesSmallest,2880 x 1800 pixelsAverage,,13th Gen Intel Core i7 1355U,2 x (Turbo Speed upto 5 GHz) Performance Cores8 x (Turbo Speed upto 3.7 GHz) Efficient Cores,Intel Iris Xe Integrated Graphics Graphics,16 GB PDDR5X  RAMAverage,1 TB SSD,"WiFi, Bluetooth v5.1","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
634,Dell Inspiron 5330 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹96,490",61,70 votes ,4.4,OS: Windows 11,,13.3 inchesSmall,2560 x 1600 pixelsGood,4 Cell Battery,13th Gen Intel Core i7 1360P,4 x 2.2 GHz (Turbo Speed upto 5 GHz) Performance Cores8 x 1.6 GHz (Turbo Speed upto 3.7 GHz) Efficient Cores,Intel Iris Xe Graphics Graphics,16 GB LPDDR5  RAMLargest,512 GB SSD,"WiFi, Bluetooth v5.2","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
635,Dell XPS 15 9530 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹2,57,490",80,71 votes ,4.0,OS: Windows 11,1.92 kgAverage,15.6 inchesSmall,3456 x 2160 pixelsGood,"86 Wh, 6 Cell BatteryGood",13th Gen Intel Core i7 13700H,6 x (Turbo Speed upto 5 GHz) Performance Cores8 x (Turbo Speed upto 3.7 GHz) Efficient Cores,"6 GB, NVIDIA RTX 4050 GraphicsSmall",16 GB DDR5 RAMSmallest,1 TB SSD,"WiFi, Bluetooth","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
636,Lenovo Legion Y9000X 2023 Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),"₹1,48,990",78,87 votes ,4.2,OS: Windows 11,,16 inchesAverage,3200 x 2000 pixelsGood,"99 Wh, 3 Cell BatteryGood",13th Gen Intel Core i9 13900H,6 x 2.6 GHz (Turbo Speed upto 5.4 GHz) Performance Cores8 x 1.9 GHz (Turbo Speed upto 4.1 GHz) Efficient Cores,"8 GB, NVIDIA GeForce RTX 4060 GraphicsAverage",32 GB DDR5 RAMLargest,1 TB SSD,"WiFi, Bluetooth v5.1","Backlit Keyboard, Inbuilt Microphone"
637,Asus Vivobook 15 X1504ZA-NJ321WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹35,990",52,102 votes ,4.3,OS: Windows 11,1.7 kgAverage,15.6 inchesLarge,1920 x 1080 pixelsAverage,3 Cell Battery,12th Gen Intel Core i3 1215U,2 x 1.2 GHz (Turbo Speed upto 4.4 GHz) Performance Cores4 x 900 MHz (Turbo Speed upto 3.3 GHz) Efficient Cores,Integrated Intel UHD Graphics Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.0","Backlit Keyboard, Inbuilt Microphone"
638,HP Victus 16-D0314TX Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹60,200",71,77 votes ,4.7,OS: Windows 11,2.46 kgHeavy,16.1 inchesLarge,1920 x 1080 pixelsAverage,"70 Wh, 4 Cell BatteryGood",11th Gen Intel Core i5 11400H ,6 x 2.2 GHz (Turbo Speed upto 4.5 GHz) Cores,"4 GB, NVIDIA GeForce GTX 1650 GraphicsLargest",16 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.2","Backlit Keyboard, Inbuilt Microphone"
639,Acer Nitro 5 AN515-58 NH.QFHSI.007 Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹86,990",68,87 votes ,4.4,OS: Windows 11,2.5 kgHeavy,15.6 inchesAverage,1920 x 1080 pixelsAverage,"57 Wh, 4 Cell BatteryGood",12th Gen Intel Core i7 12700H,6 x 2.3 GHz (Turbo Speed upto 4.7 GHz) Performance Cores8 x 1.7 GHz (Turbo Speed upto 3.5 GHz) Efficient Cores,"4 GB, NVIDIA GeForce RTX 3050 GraphicsAverage",16 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.1","Backlit Keyboard, Inbuilt Microphone"
640,Jio JioBook NB1112MM BLU 2023 Netbook Laptop (Octa Core/ 4GB/ 64GB eMMC/ JioOS),"₹14,701",23,258 votes ,3.4,Utility: Everyday Use,,11.6 inchesAverage,1366 x 768 pixelsAverage,"14.8 Wh, 2 Cell BatteryGood", Mediatek  MT8788,8 x (Turbo Speed upto 2 GHz) Cores,4 GB ‎LPDDR4 RAMAverage,64 GB HARD DiskAverage,,"WiFi, Bluetooth v5.0",2 MP Camera
641,HP Omen 16-u0005TX Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,59,999",77,101 votes • 2 reviews,4.2,OS: Windows 11,2.09 kgAverage,16.1 inchesLarge,2560 x 1600 pixelsAverage,"97 Wh, 6 Cell BatteryGood",13th Gen Intel Core i7 13700HX,8 x (Turbo Speed upto 5 GHz) Performance Cores8 x (Turbo Speed upto 3.7 GHz) Efficient Cores,"8 GB, NVIDIA GeForce RTX 4070 GraphicsAverage",16 GB DDR5 RAMAverage,1 TB SSD,"WiFi, Bluetooth v5.3","Backlit Keyboard, Inbuilt Microphone"
642,Lenovo IdeaPad Slim 5i 82XF003DIN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹90,000",60,56 votes ,4.8,OS: Windows 11,1.63 kgAverage,16 inchesLarge,1920 x 1200 pixelsAverage,"56.6 Wh, 3 Cell BatteryGood",13th Gen Intel Core i7 13700H,6 x (Turbo Speed upto 5 GHz) Performance Cores8 x (Turbo Speed upto 3.7 GHz) Efficient Cores,Integrated Intel Iris Xe Graphics Graphics,16 GB  LPDDR5 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.1","Backlit Keyboard, Inbuilt Microphone"
643,Lenovo Legion Y9000X Laptop (13th Gen Core i9/ DDR5 RAM/ 1 TB SSD/ 8 GB Graphics),"₹1,50,000",61,78 votes ,4.2,OS: Windows,2.1 kgAverage,16 inchesAverage,3200 x 2000 pixelsGood,99 Wh BatteryGood,13th Gen Intel Core i9 13900H,6 x 2.6 GHz (Turbo Speed upto 5.4 GHz) Performance Cores8 x 1.9 GHz (Turbo Speed upto 4.1 GHz) Efficient Cores,"8 GB, NVIDIA GeForce RTX 4070 GraphicsAverage",DDR5 RAM,1 GB SSD,"WiFi, Bluetooth",
644,Dell Inspiron 5425 Laptop (AMD Ryzen 75825U/ 16GB/ 512GB SSD/ Win11) 84 votes,"₹61,490",61,57 votes ,4.5,OS: Windows 11,1.54 kgLight,14 inchesSmall,1920 x 1080 pixelsAverage,"54 Wh, 4 Cell BatteryGood",5th Gen AMD Ryzen 7 5825U,8 x 2 GHz (Turbo Speed upto 4.5 GHz) Cores,AMD Radeon Radeon Graphics,16 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth","Backlit Keyboard, Inbuilt Microphone"
645,Dell Alienware X16 R1 2023 Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win 11/ 12GB Graph),"₹3,22,190",84,67 votes ,4.5,OS: Windows 11,1 Year Warranty,16 inchesAverage,3200 x 1800 pixelsAverage,"86 Wh, 6 Cell BatteryGood",13th Gen Intel Core i9 13900HX,8 x (Turbo Speed upto 5.4 GHz) Performance Cores16 x (Turbo Speed upto 3.9 GHz) Efficient Cores,"12 GB, NVIDIA GeForce RTX 4080 GraphicsAverage",32 GB DDR5 RAMAverage,1 TB SSD,"WiFi, Bluetooth","Backlit Keyboard, Inbuilt Microphone"
646,Dell Alienware X16 Gaming Laptop (13th Gen Core i9/ 32GB/ 2TB SSD/ Win 11/ 16GB Graph),"₹4,53,990",84,101 votes ,4.3,OS: Windows 11,1 Year Warranty,16 inchesSmallest,3200 x 1800 pixelsAverage,"90 Wh, 6 Cell BatteryGood",13th Gen Intel Core i9 13900HK,6 x (Turbo Speed upto 5.4 GHz) Performance Cores8 x (Turbo Speed upto 4.1 GHz) Efficient Cores,"16 GB, NVIDIA GeForce RTX 4090 GraphicsLargest",32 GB LPDDR5 RAMAverage,2 TB SSD,"WiFi, Bluetooth","Backlit Keyboard, Inbuilt Microphone"
647,Dell Alienware m16 2023 Gaming Laptop (AMD Ryzen 7 7745HX/ 16GB/ 1TB SSD/ Win 11/ 8GB Graph),"₹1,99,290",81,69 votes ,4.3,OS: Windows 11,1 Year Warranty,16 inchesAverage,1920 x 1200 pixelsPoor,"86 Wh, 6 Cell BatteryGood",7th Gen Amd Ryzen 7 7745HX,8 x 3.6 GHz (Turbo Speed upto 5.1 GHz) Cores,"8 GB, NVIDIA GEFORCE RTX 4060 GraphicsAverage",16 GB DDR5 RAMAverage,1 TB SSD,"WiFi, Bluetooth","Backlit Keyboard, Inbuilt Microphone"
648,MSI Prestige 14H B12UCX-412IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/Win11 Home/ 4GB Graphic),"₹89,990",66,59 votes ,4.7,OS: Windows 11,1.49 kgLight,14 inchesAverage,1920 x 1200 pixelsAverage,"72 Wh, 4 Cell BatteryGood",12th Gen Intel Core i5 1240P,4 x 1.7 GHz (Turbo Speed upto 4.4 GHz) Performance Cores8 x 1.2 GHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"4 GB, NVIDIA GeForce RTX 2050 GraphicsAverage",16 GB LPDDR5 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.3","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
649,MSI Modern 15 B11M-063IN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹34,990",54,223 votes ,4.0,OS: Windows 11,1.7 kgAverage,15.6 inchesAverage,1920 x 1080 pixelsAverage,3 Cell Battery,11th Gen Intel Core i3 1115G4,2 x 3 GHz (Turbo Speed upto 4.1 GHz) Cores,Intel Integrated Iris Xe Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.2","Backlit Keyboard, Inbuilt Microphone"
650,MSI Modern 15 B12M-613IN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹33,990",53,115 votes ,4.2,OS: Windows 11,1.7 kgAverage,15.6 inchesLarge,1920 x 1080 pixelsAverage,"53.8 Wh, 3 Cell BatteryGood",12th Gen Intel Core i3 1215U,2 x 1.2 GHz (Turbo Speed upto 4.4 GHz) Performance Cores4 x 900 MHz (Turbo Speed upto 3.3 GHz) Efficient Cores,Intel Integrated Iris Xe Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.2","Backlit Keyboard, Inbuilt Microphone"
651,Dell Alienware M18 R1 2023 Gaming Laptop (13th Gen Core i9/ 64GB/ 1TB SSD/ Win 11/ 16GB Graph),"₹4,48,690",83,107 votes ,4.0,OS: Windows 11,1 Year Warranty,18 inchesLargest,3200 x 1800 pixelsAverage,"97 Wh, 6 Cell BatteryGood",13th Gen Intel Core i9 13980HX,8 x (Turbo Speed upto 5.6 GHz) Performance Cores16 x (Turbo Speed upto 4 GHz) Efficient Cores,"16 GB, NVIDIA GeForce RTX 4090 GraphicsLargest",64 GB LPDDR5 RAMLargest,1 TB SSD,"WiFi, Bluetooth v5.2","Backlit Keyboard, Inbuilt Microphone"
652,Lenovo Yoga 6 83B2005TIN Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),"₹75,190",64,78 votes • 1 reviews,4.5,OS: Windows 11,,13.3 inchesSmall,1920 x 1200 pixelsGood,"59 Wh, 4 Cell BatteryGood",7th Gen AMD Ryzen 5 7530U,6 x 2 GHz (Turbo Speed upto 4.5 GHz) Cores,AMD Radeon Graphics,16 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.1","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
653,Acer Nitro 16 ‎AN16-41 Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11 Home/ 8GB Graph),"₹1,29,990",77,86 votes ,4.8,OS: Windows 11,2.8 kgHeaviest,16 inchesLarge,1920 x 1200 pixelsAverage,"90 Wh, 4 Cell BatteryGood",7th Gen AMD Ryzen 7 7840HS,8 x 3.8 GHz (Turbo Speed upto 5.1 GHz) Cores,"8 GB, NVIDIA GeForce RTX 4060 GraphicsLargest",16 GB DDR5 RAMAverage,512 GB SSD,"WiFi, Bluetooth","Backlit Keyboard, Inbuilt Microphone"
654,Lenovo IdeaPad Flex 5 82XX007KIN Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),"₹65,990",65,111 votes • 4 reviews,4.5,OS: Windows 11,1.55 kgLight,14 inchesSmall,1920 x 1200 pixelsGood,52.5 Wh BatteryGood,7th Gen AMD Ryzen 5 7530U,6 x 2 GHz (Turbo Speed upto 4.5 GHz) Cores,AMD Radeon AMD Graphics,16 GB LPDDR4X RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.1","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
655,Asus Vivobook 14X K3405ZFB-KM752WS Laptop (12th Gen Core i7 /16GB/ 1TB SSD/Win11/ 4GB Graphic),"₹79,990",70,132 votes ,4.1,OS: Windows 11,1.4 kgLight,14 inchesAverage,2880 x 1800 pixelsGood,"63 Wh, 3 Cell BatteryGood",12th Gen Intel Core i7 12650H ,6 x 2.3 GHz (Turbo Speed upto 4.7 GHz) Performance Cores4 x 1.7 GHz (Turbo Speed upto 3.5 GHz) Efficient Cores,"4 GB, NVIDIA GeForce RTX 2050 GraphicsAverage",16 GB DDR4 RAMAverage,1 TB SSD,"WiFi, Bluetooth v5.0","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
656,Lenovo IdeaPad Flex 5 82R900D9IN Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),"₹65,190",69,88 votes ,4.6,OS: Windows 11,1.55 kgLight,14 inchesSmall,1920 x 1200 pixelsGood,52.5 Wh BatteryGood,5th Gen AMD Ryzen 7 5700U,8 x 1.8 GHz (Turbo Speed upto 4.3 GHz) Cores,AMD Radeon Graphics,16 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.0","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
657,HP 15s-fy5004TU Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),"₹41,199",52,"2,665 votes ",4.2,OS: Windows 11,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,3 Cell Battery,12th Gen Intel Core i3 1215U,2 x 1.2 GHz (Turbo Speed upto 4.4 GHz) Performance Cores4 x 900 MHz (Turbo Speed upto 3.3 GHz) Efficient Cores,Intel Integrated UHD Graphics,16 GB DDR4 RAMLargest,512 GB SSD,"WiFi, Bluetooth v5.0",Inbuilt Microphone
658,Asus Zenbook 14X OLED 2023 UX5401ZA-KM541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹67,990",62,160 votes ,4.3,OS: Windows 11,1.4 kgLight,14 inchesAverage,2880 x 1800 pixelsGood,3 Cell Battery,12th Gen Intel Core i5 12500H ,4 x 2.5 GHz (Turbo Speed upto 4.5 GHz) Performance Cores8 x 1.8 GHz (Turbo Speed upto 3.3 GHz) Efficient Cores,Intel Iris Xe Graphics,16 GB RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.0","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
